TRANSACTION_DATE,Revised_Company_Name,REPORTER_NAME,BUYER_NAME,BUYER_STATE,QUANTITY,REPORTER_DEA_NO,BUYER_DEA_NO,DRUG_NAME,TRANSACTION_CODE,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_ID
05/01/2012,WATSON LABORATORIES INC,ANDA INC,WALGREENS #5199 (AK),AK,247,R927854,B323722,HYDROCODONE,P,MCG,S,OF9196003,0,80,35301
08/29/2009,SANDOZ INC,HD SMITH WHOLESALE DRUG CO,MEDICO PHARMACY #2927 (MI),MI,196,R934845,B214532,OXYMORPHONE,X,ML,T,OF8134139,0,40,13518
03/27/2011,SUN PHARMA GLOBAL INC,DIRECT RX,HARRIS TEETER PHARMACY #1284 (MN),MN,333,R187969,B598298,OXYCODONE,P,MCG,T,OF8886764,0,15,23616
09/28/2012,HIKMA PHARMACEUTICALS,KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #4306 (PA),PA,634,R492762,B699668,HYDROCODONE,S,GM,T,OF9234540,0,10,3742
12/22/2011,ENDO PHARMACEUTICALS INC,SMITH DRUG COMPANY,MEDICO PHARMACY #3617 (VA),VA,946,R139437,B232982,FENTANYL,X,MCG,T,OF2929223,0,5,46315
01/08/2012,PAR PHARMACEUTICAL INC,NATIONAL WHOLESALE DRUG CO INC,HOMETOWN PHARMACY #3315 (LA),LA,1061,R712860,B188057,BUPRENORPHINE,S,ML,S,OF4288632,0,5,24602
11/02/2011,PURDUE PHARMA LP,CARDINAL HEALTH INC,PEOPLES PHARMACY #4969 (CA),CA,1234,R313774,B933142,OXYMORPHONE,P,MCG,T,OF7389940,0,10,48696
04/03/2010,JANSSEN PHARMACEUTICALS INC,HENRY SCHEIN INC,MEDICO PHARMACY #6767 (NC),NC,1796,R110202,B747126,MORPHINE,P,MCG,T,OF6239251,0,80,29049
09/14/2013,MYLAN PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #2055 (NC),NC,125,R207268,B897752,OXYCODONE,P,GM,S,OF5227773,0,20,27445
05/15/2011,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,KROGER PHARMACY #9284 (VA),VA,38,R376365,B510297,OXYMORPHONE,X,MCG,S,OF5308881,0,80,33849
01/18/2014,IMPAX LABORATORIES INC,VALUEDRUGCO,GOOD NEIGHBOR PHARMACY #6434 (CT),CT,50,R785256,B298204,CODEINE,S,MCG,T,OF1449286,0,80,10010
01/31/2011,MALLINCKRODT LLC,PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #1096 (WV),WV,84,R897957,B290224,MORPHINE,X,GM,T,OF7344379,0,15,9517
08/25/2012,HIKMA PHARMACEUTICALS,KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #7920 (WA),WA,83,R968340,B703367,HYDROCODONE,T,GM,S,OF8802629,0,40,5152
09/23/2013,ENDO PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,WALGREENS #5175 (PA),PA,96,R664432,B767755,MORPHINE,P,ML,T,OF9048713,0,15,47588
08/30/2012,PURDUE PHARMA LP,MCKESSON CORPORATION,VILLAGE PHARMACY #2822 (WV),WV,3598,R632018,B858186,OXYMORPHONE,S,MCG,S,OF3775664,0,20,31669
02/07/2008,MALLINCKRODT LLC,MIAMI-LUKEN INC,CORNER DRUG STORE #2273 (LA),LA,226,R853141,B994002,FENTANYL,P,MCG,T,OF9952595,0,5,7650
01/09/2011,LANNETT COMPANY INC,DAKOTA DRUG INC,MEDICO PHARMACY #3176 (VA),VA,1750,R187975,B760848,FENTANYL,S,GM,S,OF1611348,0,5,4752
08/07/2012,ENDO PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,FAMILY CARE PHARMACY #9932 (MI),MI,125,R138712,B856071,HYDROCODONE,T,MCG,T,OF7849269,0,30,34112
03/26/2007,HIKMA PHARMACEUTICALS,HENRY SCHEIN INC,MAIN STREET PHARMACY #6927 (OH),OH,133,R729369,B898136,OXYMORPHONE,X,GM,T,OF9498776,0,20,2101
11/15/2013,ENDO PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,PUBLIX PHARMACY #3391 (SD),SD,625,R700185,B936120,CODEINE,S,GM,S,OF7972855,0,20,7271
04/16/2011,CADISTA PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #7241 (LA),LA,3295,R293824,B395387,METHADONE,S,MCG,S,OF9543526,0,80,16718
12/18/2011,CADISTA PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,PUBLIX PHARMACY #9486 (MT),MT,382,R351863,B406071,OXYCODONE,S,GM,T,OF6147869,0,30,27145
12/06/2009,ABBOTT LABORATORIES,VALUEDRUGCO,VILLAGE PHARMACY #2453 (AK),AK,20000,R317820,B984184,OXYCODONE,S,GM,S,OF4369627,0,40,27416
03/02/2008,ABBOTT LABORATORIES,VALUEDRUGCO,HEALTH MART PHARMACY #9612 (IN),IN,1654,R820120,B824406,BUPRENORPHINE,S,ML,S,OF6250499,0,80,44105
02/26/2012,PAR PHARMACEUTICAL INC,MIAMI-LUKEN INC,KROGER PHARMACY #4300 (VA),VA,526,R707088,B977091,BUPRENORPHINE,P,GM,T,OF7957743,0,30,24396
02/11/2010,LANNETT COMPANY INC,DIRECT RX,WINN-DIXIE PHARMACY #9341 (ND),ND,342,R526783,B925620,MORPHINE,X,MCG,S,OF5673807,0,40,34757
11/26/2009,MYLAN PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #7241 (LA),LA,42,R714846,B650958,HYDROCODONE,T,ML,S,OF8353276,0,30,18367
09/24/2012,PAR PHARMACEUTICAL INC,SMITH DRUG COMPANY,FAMILY CARE PHARMACY #6977 (NC),NC,101,R382257,B256835,FENTANYL,S,MCG,S,OF2211849,0,40,11356
03/02/2008,MALLINCKRODT LLC,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #9550 (WV),WV,4482,R528534,B232798,MORPHINE,P,MCG,S,OF1589204,0,15,36033
05/16/2008,JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,COMMUNITY PHARMACY #9734 (IN),IN,399,R845691,B478182,OXYCODONE,T,ML,S,OF4788252,0,5,32805
03/11/2010,SANDOZ INC,MCKESSON CORPORATION,HOMETOWN PHARMACY #8152 (WV),WV,310,R959659,B661254,MORPHINE,P,ML,S,OF3441362,0,30,14096
10/23/2009,PURDUE PHARMA LP,MIAMI-LUKEN INC,KROGER PHARMACY #3100 (MI),MI,67,R258940,B810355,OXYCODONE,X,MCG,S,OF8478629,0,5,8636
02/07/2014,JANSSEN PHARMACEUTICALS INC,DAKOTA DRUG INC,CORNER DRUG STORE #2236 (KY),KY,319,R809371,B614726,MORPHINE,T,GM,S,OF6642269,0,40,649
06/06/2012,MALLINCKRODT LLC,ANDA INC,HOMETOWN PHARMACY #8469 (NC),NC,3260,R325000,B826281,OXYCODONE,X,ML,T,OF8657190,0,80,28835
11/22/2012,WATSON LABORATORIES INC,AMERISOURCEBERGEN DRUG CORP,PEOPLES PHARMACY #9633 (ND),ND,14,R193900,B124262,HYDROCODONE,X,GM,S,OF1299675,0,10,44169
09/01/2014,SANDOZ INC,DIRECT RX,HARRIS TEETER PHARMACY #9862 (LA),LA,50,R303206,B113447,METHADONE,S,GM,T,OF5449534,0,5,48549
02/03/2012,PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,FAMILY CARE PHARMACY #5108 (OR),OR,122,R466315,B498007,METHADONE,T,ML,S,OF7909698,0,5,6910
01/02/2011,MALLINCKRODT LLC,DIRECT RX,MAIN STREET PHARMACY #7581 (LA),LA,144,R759150,B662474,CODEINE,S,MCG,S,OF8268411,0,15,25012
04/02/2008,MALLINCKRODT LLC,HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #3746 (TN),TN,225,R564236,B177571,CODEINE,S,ML,T,OF6777017,0,30,21687
02/26/2011,MALLINCKRODT LLC,MORRIS & DICKSON CO LLC,COMMUNITY PHARMACY #2490 (KY),KY,295,R187824,B609680,METHADONE,T,GM,T,OF3500486,0,80,42741
05/20/2011,SANDOZ INC,BELLCO DRUG CORP,WINN-DIXIE PHARMACY #3113 (CO),CO,648,R196167,B800285,MORPHINE,P,MCG,T,OF4090527,0,15,43318
09/02/2011,VINTAGE PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,MEDICO PHARMACY #9464 (WA),WA,33,R982632,B457857,CODEINE,P,ML,T,OF6088333,0,40,38702
09/18/2012,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,KROGER PHARMACY #1887 (KY),KY,274,R538342,B334020,OXYCODONE,T,MCG,S,OF4966066,0,15,34501
02/23/2011,ACTAVIS PHARMA INC,PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #9020 (AL),AL,1472,R267453,B910120,CODEINE,X,ML,T,OF2752461,0,30,16236
03/07/2012,IMPAX LABORATORIES INC,VALUEDRUGCO,MEDICO PHARMACY #6031 (OR),OR,282,R674211,B319865,BUPRENORPHINE,S,MCG,T,OF5985898,0,20,3687
11/20/2006,HIKMA PHARMACEUTICALS,MORRIS & DICKSON CO LLC,MEDICO PHARMACY #8860 (ND),ND,83,R993231,B201951,HYDROCODONE,P,ML,S,OF3215578,0,80,5482
11/11/2012,CADISTA PHARMACEUTICALS INC,DAKOTA DRUG INC,COMMUNITY PHARMACY #7647 (MI),MI,310,R218178,B443257,MORPHINE,T,GM,T,OF3612198,0,10,17349
10/14/2008,CADISTA PHARMACEUTICALS INC,HENRY SCHEIN INC,COMMUNITY PHARMACY #3057 (VT),VT,559,R383991,B204824,OXYCODONE,T,GM,T,OF2418795,0,40,4325
01/07/2011,AMNEAL PHARMACEUTICALS LLC,MCKESSON CORPORATION,CVS PHARMACY #2408 (IN),IN,72,R943599,B618630,METHADONE,S,MCG,S,OF6148757,0,20,23709
01/16/2009,PURDUE PHARMA LP,KINRAY LLC,MEDICO PHARMACY #8971 (LA),LA,119,R128579,B445701,OXYCODONE,S,GM,S,OF6576178,0,30,1276
01/28/2011,QUALITEST PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,MAIN STREET PHARMACY #3572 (TN),TN,184,R336248,B228992,OXYCODONE,T,ML,T,OF9732645,0,10,5378
11/04/2008,TEVA PHARMACEUTICALS USA INC,HENRY SCHEIN INC,WINN-DIXIE PHARMACY #6694 (NV),NV,362,R628330,B175815,OXYMORPHONE,T,ML,S,OF5262747,0,80,28099
05/07/2011,LANNETT COMPANY INC,KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #6027 (IN),IN,2515,R661195,B925255,BUPRENORPHINE,X,MCG,T,OF1794756,0,10,22585
09/17/2013,RHODES TECHNOLOGIES,BURLINGTON DRUG COMPANY INC,VILLAGE PHARMACY #1823 (TX),TX,57,R530156,B722528,OXYMORPHONE,P,MCG,T,OF1095133,0,15,34829
12/08/2011,RHODES TECHNOLOGIES,MCKESSON CORPORATION,FAMILY CARE PHARMACY #1713 (MD),MD,615,R930271,B519972,METHADONE,X,ML,T,OF9028833,0,5,46608
06/12/2011,PAR PHARMACEUTICAL INC,ANDA INC,KROGER PHARMACY #6996 (NM),NM,137,R956035,B126512,BUPRENORPHINE,T,GM,S,OF9865708,0,80,44556
10/29/2010,AMNEAL PHARMACEUTICALS LLC,MCKESSON CORPORATION,CORNER DRUG STORE #2273 (LA),LA,511,R573851,B662530,MORPHINE,X,MCG,S,OF4601803,0,80,40676
04/22/2011,ABBOTT LABORATORIES,GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #4205 (PA),PA,23,R833581,B683749,METHADONE,P,GM,T,OF3112630,0,40,1337
06/16/2008,ABBOTT LABORATORIES,MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #2825 (IA),IA,41,R592416,B294239,CODEINE,S,MCG,S,OF3468059,0,5,21162
08/27/2010,AMNEAL PHARMACEUTICALS LLC,BELLCO DRUG CORP,MEDICO PHARMACY #9557 (OH),OH,310,R891847,B449715,METHADONE,T,MCG,T,OF6748503,0,20,24690
04/11/2012,TEVA PHARMACEUTICALS USA INC,GULF COAST MEDICAL SUPPLY,SUNRISE PHARMACY #9537 (KY),KY,473,R140220,B141501,HYDROCODONE,S,GM,S,OF2859762,0,80,33817
02/08/2013,QUALITEST PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,WALGREENS #7567 (TX),TX,270,R370882,B601230,FENTANYL,X,GM,T,OF2082806,0,10,37430
03/30/2012,JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,FAMILY CARE PHARMACY #2252 (IA),IA,264,R315128,B711452,METHADONE,T,GM,S,OF4834454,0,15,39925
06/17/2013,SANDOZ INC,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #1707 (KY),KY,158,R346664,B858384,BUPRENORPHINE,X,MCG,T,OF3070321,0,20,11913
12/11/2010,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #9048 (MD),MD,105,R486005,B292870,CODEINE,P,MCG,T,OF8708901,0,40,37358
10/21/2011,AMNEAL PHARMACEUTICALS LLC,MORRIS & DICKSON CO LLC,KROGER PHARMACY #4811 (WI),WI,761,R114487,B996110,METHADONE,X,ML,S,OF9132584,0,20,23894
04/04/2011,JANSSEN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #6129 (NC),NC,60814,R601755,B142260,MORPHINE,P,ML,S,OF8397010,0,15,14454
04/22/2013,MALLINCKRODT LLC,PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #3850 (FL),FL,76,R963743,B967045,OXYMORPHONE,S,ML,T,OF3086461,0,30,19251
10/23/2010,JANSSEN PHARMACEUTICALS INC,ANDA INC,QUALITY CARE PHARMACY #6507 (NC),NC,1846,R244672,B984946,CODEINE,S,ML,S,OF1723470,0,40,41207
08/18/2012,PAR PHARMACEUTICAL INC,MORRIS & DICKSON CO LLC,MEDICO PHARMACY #1698 (IN),IN,119,R605242,B865520,CODEINE,S,GM,S,OF5537501,0,5,16865
08/20/2008,WATSON LABORATORIES INC,PRESCRIPTION SUPPLY INC,WALMART PHARMACY #5027 (SD),SD,225,R291279,B193838,MORPHINE,P,ML,S,OF3878540,0,40,30095
09/03/2012,ABBOTT LABORATORIES,KINRAY LLC,SUNRISE PHARMACY #4402 (PA),PA,758,R124629,B404938,OXYCODONE,P,ML,T,OF7130440,0,20,23436
04/03/2014,PAR PHARMACEUTICAL INC,BELLCO DRUG CORP,HEALTH MART PHARMACY #5593 (KY),KY,108,R826729,B791654,FENTANYL,T,MCG,S,OF4152579,0,20,9948
04/10/2007,IMPAX LABORATORIES INC,KINRAY LLC,RITE AID #7159 (DE),DE,427,R226916,B219593,OXYMORPHONE,S,MCG,S,OF9264695,0,30,48543
07/15/2011,RHODES TECHNOLOGIES,DIRECT RX,HOMETOWN PHARMACY #8919 (KY),KY,11,R186813,B784528,OXYMORPHONE,S,MCG,S,OF1579464,0,20,49252
07/10/2014,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,CVS PHARMACY #9326 (KY),KY,340,R172589,B397678,CODEINE,X,MCG,T,OF6115013,0,10,11092
01/04/2009,PURDUE PHARMA LP,VALUEDRUGCO,HEALTH MART PHARMACY #4740 (VA),VA,431,R814023,B143247,MORPHINE,P,GM,S,OF2951204,0,5,42902
09/13/2011,SUN PHARMA GLOBAL INC,KEYSOURCE MEDICAL INC,PUBLIX PHARMACY #2055 (NC),NC,42,R959701,B464380,BUPRENORPHINE,T,MCG,S,OF5115116,0,80,32943
08/10/2012,WATSON LABORATORIES INC,KEYSOURCE MEDICAL INC,HEALTH MART PHARMACY #4338 (LA),LA,135,R864192,B719923,MORPHINE,P,MCG,T,OF3434600,0,30,42983
11/23/2007,LANNETT COMPANY INC,CARDINAL HEALTH INC,MAIN STREET PHARMACY #4198 (PA),PA,261,R173580,B663242,OXYMORPHONE,S,GM,S,OF2331966,0,30,9275
11/22/2012,ABBOTT LABORATORIES,CARDINAL HEALTH INC,FAMILY CARE PHARMACY #3203 (KY),KY,1083,R651894,B915397,OXYMORPHONE,S,MCG,S,OF2621124,0,15,17659
09/22/2010,VINTAGE PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,WALGREENS #5199 (AK),AK,902,R642857,B446016,MORPHINE,X,MCG,S,OF8826925,0,15,38128
11/10/2011,SUN PHARMA GLOBAL INC,SMITH DRUG COMPANY,CORNER DRUG STORE #4123 (OH),OH,176,R330217,B983550,MORPHINE,P,ML,T,OF8780330,0,5,38471
06/03/2012,HIKMA PHARMACEUTICALS,DIRECT RX,HARRIS TEETER PHARMACY #6063 (NC),NC,20000,R328111,B413488,BUPRENORPHINE,S,GM,S,OF6227468,0,10,35648
01/12/2011,SUN PHARMA GLOBAL INC,NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #3572 (TN),TN,215,R710777,B741021,HYDROCODONE,X,GM,T,OF4423335,0,20,41577
10/23/2010,IMPAX LABORATORIES INC,PRESCRIPTION SUPPLY INC,MAIN STREET PHARMACY #6902 (ID),ID,315,R867697,B591660,OXYMORPHONE,S,MCG,T,OF7934866,0,80,17860
10/17/2011,TEVA PHARMACEUTICALS USA INC,AMERISOURCEBERGEN DRUG CORP,WALGREENS #5346 (IN),IN,390,R858319,B741113,CODEINE,T,ML,S,OF7060224,0,30,5621
03/02/2009,VINTAGE PHARMACEUTICALS LLC,AMERISOURCEBERGEN DRUG CORP,WALGREENS #9345 (FL),FL,38,R417828,B739516,OXYCODONE,X,GM,T,OF3862477,0,20,10948
10/10/2012,HIKMA PHARMACEUTICALS,ANDA INC,PEOPLES PHARMACY #2281 (TX),TX,481,R532407,B543583,METHADONE,T,MCG,S,OF6635749,0,80,36940
03/18/2014,QUALITEST PHARMACEUTICALS,SMITH DRUG COMPANY,RITE AID #9223 (WV),WV,270,R861097,B429014,FENTANYL,X,MCG,T,OF6829384,0,5,46541
02/09/2013,ABBOTT LABORATORIES,NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #7243 (WV),WV,508,R302199,B614391,BUPRENORPHINE,P,ML,T,OF3058097,0,10,36262
09/12/2014,AMNEAL PHARMACEUTICALS LLC,VALUEDRUGCO,COMMUNITY PHARMACY #4052 (OH),OH,161,R283530,B598196,OXYMORPHONE,T,GM,S,OF8698146,0,80,39179
03/24/2014,ACTAVIS PHARMA INC,BELLCO DRUG CORP,MEDICO PHARMACY #9596 (WI),WI,21,R197263,B387300,METHADONE,P,GM,S,OF3850399,0,10,29515
03/13/2013,HIKMA PHARMACEUTICALS,ANDA INC,WINN-DIXIE PHARMACY #3574 (OR),OR,863,R718971,B840270,MORPHINE,X,ML,T,OF5646844,0,30,47559
10/22/2012,QUALITEST PHARMACEUTICALS,CARDINAL HEALTH INC,WALMART PHARMACY #6353 (HI),HI,354,R734041,B277401,CODEINE,T,GM,T,OF5633876,0,15,23646
03/06/2009,SUN PHARMA GLOBAL INC,HENRY SCHEIN INC,CVS PHARMACY #3462 (VT),VT,165,R663030,B758478,CODEINE,P,MCG,T,OF8618507,0,80,33593
05/30/2014,MALLINCKRODT LLC,DAKOTA DRUG INC,FAMILY CARE PHARMACY #7438 (PA),PA,87,R144570,B277896,MORPHINE,S,MCG,S,OF9412587,0,80,5374
12/01/2009,TEVA PHARMACEUTICALS USA INC,DAKOTA DRUG INC,WALMART PHARMACY #6240 (NC),NC,257,R777302,B235384,BUPRENORPHINE,T,GM,T,OF5327418,0,30,15264
09/20/2012,MALLINCKRODT LLC,BELLCO DRUG CORP,HEALTH MART PHARMACY #4339 (AZ),AZ,89,R980218,B643634,BUPRENORPHINE,X,MCG,T,OF6991099,0,80,21598
08/24/2010,QUALITEST PHARMACEUTICALS,VALUEDRUGCO,HARRIS TEETER PHARMACY #4306 (PA),PA,168,R494505,B460643,OXYCODONE,X,GM,S,OF9797345,0,20,1007
04/09/2009,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,HEALTH MART PHARMACY #7087 (VA),VA,213,R988251,B669477,OXYMORPHONE,X,ML,S,OF9616272,0,40,29029
10/06/2013,QUALITEST PHARMACEUTICALS,KINRAY LLC,WALGREENS #7782 (CO),CO,896,R444370,B943371,METHADONE,S,GM,T,OF2836805,0,30,2524
02/24/2011,ABBOTT LABORATORIES,SMITH DRUG COMPANY,MEDICO PHARMACY #6767 (NC),NC,6266,R953419,B981659,METHADONE,X,MCG,T,OF1582089,0,30,6977
01/31/2011,HIKMA PHARMACEUTICALS,MCKESSON CORPORATION,HOMETOWN PHARMACY #6061 (MI),MI,108,R668062,B160566,MORPHINE,X,GM,S,OF5407815,0,20,26391
11/29/2012,PAR PHARMACEUTICAL INC,MORRIS & DICKSON CO LLC,GOOD NEIGHBOR PHARMACY #6272 (NC),NC,951,R775414,B438941,OXYMORPHONE,P,MCG,S,OF1891862,0,80,40623
08/11/2009,CADISTA PHARMACEUTICALS INC,SMITH DRUG COMPANY,WALGREENS #4548 (IA),IA,682,R874732,B185714,CODEINE,S,MCG,T,OF5733967,0,15,37123
06/01/2009,IMPAX LABORATORIES INC,PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #2021 (TN),TN,279,R978683,B307077,MORPHINE,X,MCG,S,OF5014989,0,20,14915
02/11/2008,MYLAN PHARMACEUTICALS INC,HENRY SCHEIN INC,WINN-DIXIE PHARMACY #2041 (MI),MI,39,R535616,B278094,OXYCODONE,P,MCG,S,OF7051745,0,10,31717
01/01/2013,SANDOZ INC,HENRY SCHEIN INC,HARRIS TEETER PHARMACY #7528 (IN),IN,494,R467040,B949078,FENTANYL,T,ML,T,OF6946649,0,20,42421
06/21/2010,TEVA PHARMACEUTICALS USA INC,PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #5731 (WV),WV,65,R273433,B911788,BUPRENORPHINE,X,ML,S,OF2622389,0,15,35806
08/23/2011,HIKMA PHARMACEUTICALS,MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #5481 (AK),AK,2216,R590025,B801390,OXYMORPHONE,P,GM,T,OF8182908,0,80,5677
07/04/2012,ACTAVIS PHARMA INC,ANDA INC,SUNRISE PHARMACY #4372 (TX),TX,681,R505183,B663838,HYDROCODONE,X,GM,T,OF5384378,0,30,42039
09/04/2010,ENDO PHARMACEUTICALS INC,ANDA INC,MAIN STREET PHARMACY #7456 (MI),MI,251,R606038,B490018,OXYCODONE,X,MCG,S,OF7971810,0,10,830
02/23/2013,QUALITEST PHARMACEUTICALS,BELLCO DRUG CORP,COMMUNITY PHARMACY #9334 (IN),IN,265,R340621,B969466,METHADONE,T,MCG,T,OF2537695,0,15,13255
10/10/2011,SANDOZ INC,DAKOTA DRUG INC,QUALITY CARE PHARMACY #7383 (VT),VT,20000,R181462,B127373,BUPRENORPHINE,X,GM,S,OF2293044,0,30,8962
05/13/2012,TEVA PHARMACEUTICALS USA INC,AMERISOURCEBERGEN DRUG CORP,FAMILY CARE PHARMACY #5991 (SC),SC,1534,R343994,B801459,CODEINE,P,ML,S,OF4879284,0,30,7953
02/08/2011,ABBOTT LABORATORIES,DIRECT RX,PEOPLES PHARMACY #9540 (HI),HI,120,R400227,B795522,CODEINE,P,MCG,T,OF7476638,0,10,13780
02/06/2014,ENDO PHARMACEUTICALS INC,ANDA INC,RITE AID #9980 (ME),ME,391,R503756,B992572,FENTANYL,S,ML,T,OF8553984,0,30,49837
08/04/2010,SUN PHARMA GLOBAL INC,ANDA INC,CVS PHARMACY #6965 (LA),LA,357,R759015,B925079,BUPRENORPHINE,X,ML,S,OF4067235,0,10,35291
04/14/2010,TEVA PHARMACEUTICALS USA INC,DAKOTA DRUG INC,WALMART PHARMACY #9460 (CT),CT,41,R803569,B546003,FENTANYL,X,MCG,S,OF9908812,0,15,6197
03/30/2012,PAR PHARMACEUTICAL INC,BURLINGTON DRUG COMPANY INC,MAIN STREET PHARMACY #8987 (ME),ME,81,R496338,B308988,MORPHINE,P,MCG,T,OF7087509,0,80,33445
08/14/2009,ENDO PHARMACEUTICALS INC,BELLCO DRUG CORP,MAIN STREET PHARMACY #7080 (MN),MN,740,R509015,B753032,HYDROCODONE,P,MCG,T,OF2607585,0,5,44302
07/30/2011,SANDOZ INC,HENRY SCHEIN INC,WALGREENS #7469 (WV),WV,153,R580712,B348932,FENTANYL,T,GM,T,OF8904100,0,10,34190
11/04/2008,WATSON LABORATORIES INC,DAKOTA DRUG INC,CORNER DRUG STORE #3604 (VA),VA,2245,R990489,B664222,METHADONE,S,GM,T,OF3581109,0,10,11601
07/05/2010,CADISTA PHARMACEUTICALS INC,MCKESSON CORPORATION,COMMUNITY PHARMACY #8090 (LA),LA,124,R282589,B955070,OXYCODONE,X,GM,S,OF7346257,0,80,38840
08/16/2010,AMNEAL PHARMACEUTICALS LLC,DIRECT RX,HARRIS TEETER PHARMACY #3473 (WV),WV,116,R307810,B879974,FENTANYL,S,ML,T,OF4215223,0,40,9790
03/07/2009,SUN PHARMA GLOBAL INC,KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #1222 (LA),LA,25,R870844,B179791,BUPRENORPHINE,P,ML,T,OF5367168,0,20,3389
02/06/2012,JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,WALMART PHARMACY #1339 (NC),NC,83,R178103,B891285,FENTANYL,S,MCG,S,OF3877809,0,20,45844
09/15/2013,ACTAVIS PHARMA INC,MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #5339 (PA),PA,54,R117439,B403226,CODEINE,S,GM,S,OF4285218,0,20,5657
05/27/2012,JANSSEN PHARMACEUTICALS INC,HENRY SCHEIN INC,HOMETOWN PHARMACY #6513 (WV),WV,404,R169625,B193824,CODEINE,X,MCG,S,OF8008666,0,30,35286
11/20/2009,WATSON LABORATORIES INC,SMITH DRUG COMPANY,PEOPLES PHARMACY #2660 (NC),NC,194,R788604,B222264,HYDROCODONE,S,ML,T,OF1195970,0,80,13366
08/09/2011,ABBOTT LABORATORIES,HD SMITH WHOLESALE DRUG CO,RITE AID #4432 (ID),ID,79,R784606,B647559,CODEINE,X,MCG,S,OF2825112,0,80,32604
12/01/2010,PURDUE PHARMA LP,MIAMI-LUKEN INC,WINN-DIXIE PHARMACY #5871 (CO),CO,93,R637985,B201407,CODEINE,X,ML,T,OF3023815,0,10,5842
06/02/2012,ABBOTT LABORATORIES,ANDA INC,QUALITY CARE PHARMACY #1232 (AZ),AZ,155,R136055,B160580,BUPRENORPHINE,S,GM,T,OF3223449,0,10,35525
10/06/2010,PURDUE PHARMA LP,NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #2490 (KY),KY,487,R307303,B212324,HYDROCODONE,T,MCG,T,OF7372382,0,5,48363
10/15/2011,WATSON LABORATORIES INC,NATIONAL WHOLESALE DRUG CO INC,HOMETOWN PHARMACY #9646 (TN),TN,155,R333121,B571445,HYDROCODONE,X,ML,S,OF1750963,0,15,39767
11/06/2010,SANDOZ INC,SMITH DRUG COMPANY,VILLAGE PHARMACY #5217 (NV),NV,258,R625661,B117265,CODEINE,S,GM,T,OF8505223,0,10,20443
12/08/2013,TEVA PHARMACEUTICALS USA INC,AMERISOURCEBERGEN DRUG CORP,CORNER DRUG STORE #1737 (MS),MS,311,R324288,B254858,OXYMORPHONE,X,ML,T,OF8365658,0,20,36759
04/18/2011,PURDUE PHARMA LP,ANDA INC,COMMUNITY PHARMACY #8076 (MA),MA,801,R450523,B944400,MORPHINE,T,MCG,S,OF2672676,0,30,19383
