date,manufacturer,distributor,retailer,retailer_state,quantity,manufacturer_enc,distributor_enc,retailer_enc,retailer_state_enc,tx_freq_per_pair,vol_concentration,month,year,day_of_week
2012-12-31,ABBOTT LABORATORIES,MORRIS & DICKSON CO LLC,KROGER PHARMACY #5322 (OH),OH,1083,0,14,877,34,5,0.0368,12,2012,0
2007-08-11,JANSSEN PHARMACEUTICALS INC,SMITH DRUG COMPANY,CORNER DRUG STORE #2236 (KY),KY,140,7,18,111,16,6,0.0395,8,2007,5
2009-07-27,TEVA PHARMACEUTICALS USA INC,KEYSOURCE MEDICAL INC,MEDICO PHARMACY #7491 (NJ),NJ,394,17,10,1125,30,1,0.0626,7,2009,0
2013-11-09,JANSSEN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #2619 (RI),RI,654,7,16,533,38,2,0.0951,11,2013,5
2009-12-12,HIKMA PHARMACEUTICALS,DIRECT RX,QUALITY CARE PHARMACY #8690 (FL),FL,23,5,6,1461,8,1,0.0024,12,2009,5
2011-09-25,IMPAX LABORATORIES INC,HENRY SCHEIN INC,HOMETOWN PHARMACY #1587 (ID),ID,176,6,9,730,12,1,0.5178,9,2011,6
2013-09-12,ABBOTT LABORATORIES,KINRAY LLC,HARRIS TEETER PHARMACY #3473 (WV),WV,766,0,11,542,48,7,0.0658,9,2013,3
2013-06-24,SANDOZ INC,HENRY SCHEIN INC,WALMART PHARMACY #2539 (MI),MI,415,15,9,1906,21,3,0.0459,6,2013,0
2011-04-06,CADISTA PHARMACEUTICALS INC,ANDA INC,MEDICO PHARMACY #9557 (OH),OH,43,3,1,1153,34,4,0.0252,4,2011,2
2011-10-31,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #5889 (PA),PA,413,12,3,2038,37,8,0.0206,10,2011,0
2010-10-18,LANNETT COMPANY INC,KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #4306 (PA),PA,10,8,10,553,37,7,0.0196,10,2010,0
2010-02-09,QUALITEST PHARMACEUTICALS,CARDINAL HEALTH INC,WALMART PHARMACY #8317 (MO),MO,150,13,4,1962,23,1,0.0497,2,2010,1
2012-02-19,SANDOZ INC,MIAMI-LUKEN INC,PUBLIX PHARMACY #5778 (SC),SC,1256,15,13,1331,39,3,0.1821,2,2012,6
2012-11-10,ENDO PHARMACEUTICALS INC,SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #6004 (OK),OK,163,4,18,576,35,3,0.1178,11,2012,5
2008-06-23,ABBOTT LABORATORIES,VALUEDRUGCO,CVS PHARMACY #2504 (VA),VA,1129,0,19,218,44,3,0.2379,6,2008,0
2012-05-01,JANSSEN PHARMACEUTICALS INC,BELLCO DRUG CORP,WINN-DIXIE PHARMACY #2866 (PA),PA,779,7,2,2003,37,5,0.0951,5,2012,1
2011-05-06,MYLAN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,HOMETOWN PHARMACY #8707 (WV),WV,152,10,14,815,48,7,0.0244,5,2011,4
2009-12-23,SUN PHARMA GLOBAL INC,PENN PHARMACEUTICAL SERVICES INC,FAMILY CARE PHARMACY #6322 (RI),RI,372,16,16,377,38,2,0.085,12,2009,2
2010-08-07,ENDO PHARMACEUTICALS INC,DAKOTA DRUG INC,WALGREENS #2995 (TX),TX,3270,4,5,1792,42,2,0.3678,8,2010,5
2013-09-16,PAR PHARMACEUTICAL INC,GULF COAST MEDICAL SUPPLY,CORNER DRUG STORE #4270 (SC),SC,20000,11,7,132,39,3,0.7954,9,2013,0
2008-05-23,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,FAMILY CARE PHARMACY #7438 (PA),PA,105,4,13,385,37,3,0.0705,5,2008,4
2014-05-28,HIKMA PHARMACEUTICALS,KEYSOURCE MEDICAL INC,PUBLIX PHARMACY #9833 (MI),MI,580,5,10,1362,21,6,0.0174,5,2014,2
2011-07-05,ENDO PHARMACEUTICALS INC,KINRAY LLC,WALGREENS #5346 (IN),IN,496,4,11,1824,14,2,0.038,7,2011,1
2012-08-13,SANDOZ INC,MORRIS & DICKSON CO LLC,SUNRISE PHARMACY #7243 (WV),WV,334,15,14,1627,48,13,0.4065,8,2012,0
2009-09-22,MALLINCKRODT LLC,MIAMI-LUKEN INC,PEOPLES PHARMACY #9674 (KS),KS,67,9,13,1277,15,2,0.5774,9,2009,1
2012-12-14,SANDOZ INC,HENRY SCHEIN INC,MEDICO PHARMACY #4938 (TN),TN,77,15,9,1095,41,2,0.0407,12,2012,4
2011-02-02,CADISTA PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,HOMETOWN PHARMACY #5569 (NC),NC,74,3,15,782,26,6,0.093,2,2011,2
2009-11-28,QUALITEST PHARMACEUTICALS,MORRIS & DICKSON CO LLC,RITE AID #6549 (IN),IN,469,13,14,1528,14,3,0.015,11,2009,5
2008-01-26,SUN PHARMA GLOBAL INC,HD SMITH WHOLESALE DRUG CO,PEOPLES PHARMACY #8476 (PA),PA,318,16,8,1266,37,3,0.028,1,2008,5
2011-02-23,MYLAN PHARMACEUTICALS INC,BELLCO DRUG CORP,FAMILY CARE PHARMACY #4742 (OH),OH,237,10,2,355,34,4,0.1493,2,2011,2
2006-11-13,CADISTA PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,HEALTH MART PHARMACY #4585 (MI),MI,292,3,8,656,21,2,0.0481,11,2006,0
2013-03-01,ABBOTT LABORATORIES,HENRY SCHEIN INC,MEDICO PHARMACY #1464 (KY),KY,913,0,9,1058,16,4,0.043,3,2013,4
2012-05-24,MYLAN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #3746 (TN),TN,186,10,8,757,41,7,0.0161,5,2012,3
2009-08-25,ACTAVIS PHARMA INC,MCKESSON CORPORATION,KROGER PHARMACY #2900 (MI),MI,165,1,12,854,21,4,0.0142,8,2009,1
2010-11-25,WATSON LABORATORIES INC,CARDINAL HEALTH INC,HEALTH MART PHARMACY #5901 (NE),NE,2184,19,4,674,28,1,0.0968,11,2010,3
2013-11-04,SUN PHARMA GLOBAL INC,HENRY SCHEIN INC,KROGER PHARMACY #2038 (MI),MI,202,16,9,841,21,4,0.0122,11,2013,0
2011-05-12,SANDOZ INC,BURLINGTON DRUG COMPANY INC,PUBLIX PHARMACY #2055 (NC),NC,4421,15,3,1293,26,3,0.0481,5,2011,3
2010-09-15,RHODES TECHNOLOGIES,GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #5677 (LA),LA,1342,14,7,452,17,7,0.0332,9,2010,2
2010-03-04,HIKMA PHARMACEUTICALS,BELLCO DRUG CORP,PUBLIX PHARMACY #1973 (TN),TN,20000,5,2,1289,41,4,0.4239,3,2010,3
2010-08-04,ABBOTT LABORATORIES,BELLCO DRUG CORP,COMMUNITY PHARMACY #9318 (AL),AL,10203,0,2,85,1,2,0.3079,8,2010,2
2009-12-18,CADISTA PHARMACEUTICALS INC,VALUEDRUGCO,VILLAGE PHARMACY #3873 (PA),PA,1876,3,19,1706,37,3,0.0279,12,2009,4
2010-06-08,TEVA PHARMACEUTICALS USA INC,HD SMITH WHOLESALE DRUG CO,WALGREENS #9211 (LA),LA,138,17,8,1876,17,5,0.0053,6,2010,1
2007-11-05,TEVA PHARMACEUTICALS USA INC,BURLINGTON DRUG COMPANY INC,CVS PHARMACY #6466 (KY),KY,86,17,3,264,16,13,0.0043,11,2007,0
2010-05-06,ENDO PHARMACEUTICALS INC,KINRAY LLC,VILLAGE PHARMACY #1037 (MI),MI,794,4,11,1664,21,4,0.0193,5,2010,3
2008-04-04,QUALITEST PHARMACEUTICALS,MCKESSON CORPORATION,RITE AID #9117 (NY),NY,10,13,12,1552,33,3,0.0014,4,2008,4
2007-10-31,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,SUNRISE PHARMACY #5547 (MT),MT,822,1,13,1607,25,3,0.202,10,2007,2
2007-08-21,TEVA PHARMACEUTICALS USA INC,VALUEDRUGCO,VILLAGE PHARMACY #2199 (KS),KS,61,17,19,1680,15,3,0.002,8,2007,1
2012-03-17,AMNEAL PHARMACEUTICALS LLC,SMITH DRUG COMPANY,GOOD NEIGHBOR PHARMACY #9168 (WA),WA,374,2,18,504,46,1,0.0835,3,2012,5
2012-01-16,JANSSEN PHARMACEUTICALS INC,VALUEDRUGCO,RITE AID #9925 (TX),TX,55,7,19,1567,42,1,0.0144,1,2012,0
2010-05-14,AMNEAL PHARMACEUTICALS LLC,BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #3746 (TN),TN,147,2,3,757,41,7,0.0109,5,2010,4
2010-11-05,ACTAVIS PHARMA INC,VALUEDRUGCO,SUNRISE PHARMACY #8999 (NC),NC,90,1,19,1648,26,5,0.0294,11,2010,4
2013-05-09,MYLAN PHARMACEUTICALS INC,HENRY SCHEIN INC,RITE AID #5178 (ND),ND,730,10,9,1520,27,2,0.0473,5,2013,3
2009-10-03,QUALITEST PHARMACEUTICALS,CARDINAL HEALTH INC,CORNER DRUG STORE #9661 (KY),KY,20000,13,4,190,16,3,0.2356,10,2009,5
2013-06-02,SUN PHARMA GLOBAL INC,MORRIS & DICKSON CO LLC,HEALTH MART PHARMACY #8093 (UT),UT,310,16,14,701,43,2,0.0136,6,2013,6
2009-04-08,RHODES TECHNOLOGIES,NATIONAL WHOLESALE DRUG CO INC,WALMART PHARMACY #7653 (PA),PA,552,14,15,1955,37,6,0.0212,4,2009,2
2009-10-12,PAR PHARMACEUTICAL INC,VALUEDRUGCO,MAIN STREET PHARMACY #7611 (NM),NM,339,11,19,1025,31,1,0.1152,10,2009,0
2010-01-03,PAR PHARMACEUTICAL INC,PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #1213 (TN),TN,104,11,16,98,41,2,0.2335,1,2010,6
2009-07-09,JANSSEN PHARMACEUTICALS INC,BELLCO DRUG CORP,KROGER PHARMACY #2700 (FL),FL,102,7,2,849,8,2,0.3155,7,2009,3
2012-06-14,RHODES TECHNOLOGIES,HENRY SCHEIN INC,PUBLIX PHARMACY #1973 (TN),TN,606,14,9,1289,41,4,0.0424,6,2012,3
2009-12-21,VINTAGE PHARMACEUTICALS LLC,KEYSOURCE MEDICAL INC,GOOD NEIGHBOR PHARMACY #6142 (MA),MA,794,18,10,463,18,2,0.09,12,2009,0
2013-04-03,HIKMA PHARMACEUTICALS,MCKESSON CORPORATION,WALMART PHARMACY #1108 (WV),WV,253,5,12,1887,48,9,0.0562,4,2013,2
2007-07-12,HIKMA PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,KROGER PHARMACY #8280 (OH),OH,6705,5,17,918,34,5,0.192,7,2007,3
2014-02-01,PURDUE PHARMA LP,BELLCO DRUG CORP,HEALTH MART PHARMACY #6276 (WY),WY,453,12,2,679,49,1,0.4521,2,2014,5
2010-12-30,JANSSEN PHARMACEUTICALS INC,ANDA INC,CORNER DRUG STORE #6823 (NY),NY,278,7,1,160,33,2,0.6826,12,2010,3
2014-08-19,SANDOZ INC,GULF COAST MEDICAL SUPPLY,RITE AID #4372 (LA),LA,194,15,7,1513,17,3,0.052,8,2014,1
2011-04-02,SANDOZ INC,GULF COAST MEDICAL SUPPLY,HEALTH MART PHARMACY #5260 (PA),PA,82,15,7,668,37,4,0.0246,4,2011,5
2009-07-05,HIKMA PHARMACEUTICALS,KEYSOURCE MEDICAL INC,KROGER PHARMACY #9348 (RI),RI,374,5,10,930,38,1,0.0185,7,2009,6
2011-06-26,PURDUE PHARMA LP,ANDA INC,PEOPLES PHARMACY #5481 (AK),AK,2032,12,1,1232,0,1,0.1953,6,2011,6
2012-07-23,SUN PHARMA GLOBAL INC,DAKOTA DRUG INC,MEDICO PHARMACY #1464 (KY),KY,168,16,5,1058,16,4,0.1154,7,2012,0
2010-01-14,JANSSEN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #8618 (LA),LA,135,7,17,1753,17,5,0.0029,1,2010,3
2010-10-10,JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,PUBLIX PHARMACY #5267 (KS),KS,439,7,14,1324,15,1,0.0193,10,2010,6
2011-04-30,QUALITEST PHARMACEUTICALS,CARDINAL HEALTH INC,VILLAGE PHARMACY #7334 (PA),PA,10,13,4,1739,37,2,0.0713,4,2011,5
2009-08-26,AMNEAL PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #7749 (AZ),AZ,342,2,17,696,3,2,0.0462,8,2009,2
2012-09-04,CADISTA PHARMACEUTICALS INC,KINRAY LLC,HOMETOWN PHARMACY #7506 (IN),IN,711,3,11,802,14,3,0.0792,9,2012,1
2013-07-24,PURDUE PHARMA LP,BELLCO DRUG CORP,FAMILY CARE PHARMACY #2985 (FL),FL,91,12,2,333,8,2,0.0156,7,2013,2
2010-10-02,QUALITEST PHARMACEUTICALS,DAKOTA DRUG INC,WINN-DIXIE PHARMACY #9954 (NY),NY,492,13,5,2089,33,2,0.1127,10,2010,5
2007-04-04,MALLINCKRODT LLC,CARDINAL HEALTH INC,HOMETOWN PHARMACY #3315 (LA),LA,94,9,4,752,17,2,0.0159,4,2007,2
2010-01-15,HIKMA PHARMACEUTICALS,GULF COAST MEDICAL SUPPLY,CVS PHARMACY #6085 (IN),IN,254,5,7,261,14,1,0.0305,1,2010,4
2009-09-27,AMNEAL PHARMACEUTICALS LLC,DAKOTA DRUG INC,PEOPLES PHARMACY #9504 (KY),KY,1758,2,5,1273,16,5,0.0162,9,2009,6
2011-03-03,RHODES TECHNOLOGIES,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #8896 (PA),PA,15,14,13,501,37,3,0.1524,3,2011,3
2013-10-25,HIKMA PHARMACEUTICALS,VALUEDRUGCO,MAIN STREET PHARMACY #8902 (TN),TN,3525,5,19,1041,41,6,0.0479,10,2013,4
2012-10-06,IMPAX LABORATORIES INC,DAKOTA DRUG INC,KROGER PHARMACY #3100 (MI),MI,486,6,5,859,21,5,0.0175,10,2012,5
2011-02-06,AMNEAL PHARMACEUTICALS LLC,DIRECT RX,CVS PHARMACY #6803 (KY),KY,764,2,6,269,16,4,0.017,2,2011,6
2010-01-01,TEVA PHARMACEUTICALS USA INC,KEYSOURCE MEDICAL INC,HOMETOWN PHARMACY #8469 (NC),NC,37,17,10,811,26,8,0.0332,1,2010,4
2008-07-23,LANNETT COMPANY INC,CARDINAL HEALTH INC,MAIN STREET PHARMACY #3572 (TN),TN,446,8,4,975,41,3,0.0478,7,2008,2
2011-08-10,SUN PHARMA GLOBAL INC,BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #7311 (LA),LA,52,16,3,800,17,4,0.0232,8,2011,2
2009-09-13,SUN PHARMA GLOBAL INC,SMITH DRUG COMPANY,PUBLIX PHARMACY #9833 (MI),MI,169,16,18,1362,21,2,0.0444,9,2009,6
2012-09-25,SUN PHARMA GLOBAL INC,HENRY SCHEIN INC,CVS PHARMACY #6632 (MA),MA,36,16,9,265,18,1,0.0394,9,2012,1
2012-08-28,LANNETT COMPANY INC,BELLCO DRUG CORP,PEOPLES PHARMACY #4809 (WV),WV,266,8,2,1222,48,8,0.022,8,2012,1
2012-01-29,TEVA PHARMACEUTICALS USA INC,CARDINAL HEALTH INC,COMMUNITY PHARMACY #3782 (NC),NC,685,17,4,26,26,13,0.0116,1,2012,6
2012-05-24,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,CVS PHARMACY #1417 (IA),IA,232,17,13,196,11,2,0.026,5,2012,3
2012-10-26,HIKMA PHARMACEUTICALS,MORRIS & DICKSON CO LLC,SUNRISE PHARMACY #2784 (IN),IN,194,5,14,1585,14,7,0.0372,10,2012,4
2010-06-18,ACTAVIS PHARMA INC,BURLINGTON DRUG COMPANY INC,WALGREENS #7469 (WV),WV,372,1,3,1852,48,5,0.0495,6,2010,4
2009-09-20,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,QUALITY CARE PHARMACY #7561 (KY),KY,2964,3,13,1444,16,4,0.0909,9,2009,6
2012-11-07,MALLINCKRODT LLC,PRESCRIPTION SUPPLY INC,SUNRISE PHARMACY #2882 (KY),KY,1339,9,17,1586,16,6,0.0439,11,2012,2
2012-09-12,AMNEAL PHARMACEUTICALS LLC,HD SMITH WHOLESALE DRUG CO,HEALTH MART PHARMACY #5047 (TX),TX,95,2,8,662,42,2,0.0196,9,2012,2
2011-10-15,ABBOTT LABORATORIES,BELLCO DRUG CORP,COMMUNITY PHARMACY #3138 (NJ),NJ,327,0,2,18,30,3,0.033,10,2011,5
2010-01-25,WATSON LABORATORIES INC,MCKESSON CORPORATION,WALGREENS #6172 (CT),CT,169,19,12,1837,6,2,0.2405,1,2010,0
2008-06-15,LANNETT COMPANY INC,SMITH DRUG COMPANY,KROGER PHARMACY #7522 (GA),GA,543,8,18,907,9,2,0.2378,6,2008,6
2012-01-23,HIKMA PHARMACEUTICALS,ANDA INC,QUALITY CARE PHARMACY #4665 (OH),OH,4633,5,1,1399,34,2,0.1231,1,2012,0
2009-06-18,ABBOTT LABORATORIES,MIAMI-LUKEN INC,CORNER DRUG STORE #8986 (WY),WY,63,0,13,182,49,1,0.006,6,2009,3
2010-03-29,MALLINCKRODT LLC,BURLINGTON DRUG COMPANY INC,CVS PHARMACY #1577 (AR),AR,274,9,3,198,2,1,0.1597,3,2010,0
2011-01-23,RHODES TECHNOLOGIES,BURLINGTON DRUG COMPANY INC,HARRIS TEETER PHARMACY #2205 (IA),IA,559,14,3,529,11,1,0.1725,1,2011,6
2012-03-30,RHODES TECHNOLOGIES,MCKESSON CORPORATION,MEDICO PHARMACY #5822 (TN),TN,412,14,12,1102,41,5,0.0356,3,2012,4
2008-07-01,LANNETT COMPANY INC,GULF COAST MEDICAL SUPPLY,WALGREENS #7469 (WV),WV,277,8,7,1852,48,6,0.0632,7,2008,1
2011-04-02,CADISTA PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #4474 (IN),IN,124,3,14,558,14,3,0.0227,4,2011,5
2010-04-14,IMPAX LABORATORIES INC,KEYSOURCE MEDICAL INC,SUNRISE PHARMACY #1937 (TN),TN,202,6,10,1579,41,4,0.0142,4,2010,2
2009-10-27,RHODES TECHNOLOGIES,BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #6027 (IN),IN,1033,14,3,2040,14,6,0.04,10,2009,1
2011-06-01,IMPAX LABORATORIES INC,MCKESSON CORPORATION,CVS PHARMACY #6755 (TN),TN,4055,6,12,266,41,1,0.0646,6,2011,2
2011-01-17,MYLAN PHARMACEUTICALS INC,DIRECT RX,VILLAGE PHARMACY #3997 (AL),AL,171,10,6,1707,1,1,0.0075,1,2011,0
2009-06-27,WATSON LABORATORIES INC,BURLINGTON DRUG COMPANY INC,CVS PHARMACY #4698 (OH),OH,16,19,3,243,34,2,0.0773,6,2009,5
2011-11-29,AMNEAL PHARMACEUTICALS LLC,BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #8012 (VA),VA,59,2,3,914,44,2,0.0139,11,2011,1
2013-03-05,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,HOMETOWN PHARMACY #8469 (NC),NC,207,7,13,811,26,13,0.0357,3,2013,1
2013-03-09,PURDUE PHARMA LP,VALUEDRUGCO,COMMUNITY PHARMACY #1898 (TN),TN,144,12,19,4,41,4,0.0291,3,2013,5
2009-01-11,VINTAGE PHARMACEUTICALS LLC,SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #2691 (TX),TX,128,18,18,534,42,1,0.4428,1,2009,6
2009-10-25,MALLINCKRODT LLC,HENRY SCHEIN INC,QUALITY CARE PHARMACY #4665 (OH),OH,257,9,9,1399,34,5,0.0084,10,2009,6
2007-11-17,AMNEAL PHARMACEUTICALS LLC,NATIONAL WHOLESALE DRUG CO INC,RITE AID #6030 (NJ),NJ,141,2,15,1525,30,3,0.1082,11,2007,5
2013-03-31,AMNEAL PHARMACEUTICALS LLC,HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #4482 (KY),KY,46,2,8,769,16,10,0.0601,3,2013,6
2009-04-04,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #8280 (OH),OH,72,12,7,918,34,5,0.015,4,2009,5
2014-04-05,JANSSEN PHARMACEUTICALS INC,SMITH DRUG COMPANY,MAIN STREET PHARMACY #7377 (IA),IA,95,7,18,1021,11,1,0.0405,4,2014,5
2010-07-11,WATSON LABORATORIES INC,VALUEDRUGCO,HEALTH MART PHARMACY #8894 (WI),WI,98,19,19,710,47,3,0.0632,7,2010,6
2010-09-14,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,WALMART PHARMACY #6376 (OH),OH,1643,1,13,1944,34,5,0.0661,9,2010,1
2010-01-30,VINTAGE PHARMACEUTICALS LLC,DIRECT RX,PEOPLES PHARMACY #2093 (AR),AR,20000,18,6,1184,2,2,0.389,1,2010,5
2009-03-26,QUALITEST PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,CVS PHARMACY #1671 (OH),OH,1161,13,3,202,34,2,0.048,3,2009,3
2012-10-22,RHODES TECHNOLOGIES,GULF COAST MEDICAL SUPPLY,CVS PHARMACY #4109 (IN),IN,52,14,7,240,14,2,0.0058,10,2012,0
2006-09-07,WATSON LABORATORIES INC,BURLINGTON DRUG COMPANY INC,MAIN STREET PHARMACY #6920 (MO),MO,70,19,3,1012,23,1,0.0228,9,2006,3
2012-11-08,PURDUE PHARMA LP,KINRAY LLC,COMMUNITY PHARMACY #9741 (SC),SC,1091,12,11,94,39,1,0.1531,11,2012,3
2010-01-20,ACTAVIS PHARMA INC,PENN PHARMACEUTICAL SERVICES INC,QUALITY CARE PHARMACY #8571 (NV),NV,85,1,16,1457,32,1,0.0329,1,2010,2
2009-07-04,ENDO PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,VILLAGE PHARMACY #8587 (CT),CT,20000,4,7,1751,6,1,0.4302,7,2009,5
2009-12-24,VINTAGE PHARMACEUTICALS LLC,BELLCO DRUG CORP,SUNRISE PHARMACY #8028 (LA),LA,671,18,2,1634,17,2,0.0864,12,2009,3
2014-04-02,SANDOZ INC,MIAMI-LUKEN INC,MAIN STREET PHARMACY #2094 (KY),KY,60,15,13,951,16,8,0.0236,4,2014,2
2012-02-09,SANDOZ INC,PRESCRIPTION SUPPLY INC,WALMART PHARMACY #4463 (AK),AK,32,15,17,1922,0,2,0.0387,2,2012,3
2010-05-06,RHODES TECHNOLOGIES,KINRAY LLC,MAIN STREET PHARMACY #7080 (MN),MN,709,14,11,1016,22,1,0.2871,5,2010,3
2012-08-12,ABBOTT LABORATORIES,MIAMI-LUKEN INC,CORNER DRUG STORE #5731 (IN),IN,642,0,13,145,14,2,0.0746,8,2012,6
2008-07-19,AMNEAL PHARMACEUTICALS LLC,DIRECT RX,MAIN STREET PHARMACY #6973 (LA),LA,209,2,6,1015,17,4,0.0053,7,2008,5
2012-12-21,MYLAN PHARMACEUTICALS INC,BELLCO DRUG CORP,HARRIS TEETER PHARMACY #9191 (IN),IN,100,10,2,615,14,3,0.0525,12,2012,4
2012-07-04,VINTAGE PHARMACEUTICALS LLC,BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #8844 (OK),OK,56,18,2,499,35,2,0.0145,7,2012,2
2009-07-17,ABBOTT LABORATORIES,GULF COAST MEDICAL SUPPLY,WINN-DIXIE PHARMACY #8492 (ID),ID,1241,0,7,2075,12,4,0.1254,7,2009,4
2010-12-10,MYLAN PHARMACEUTICALS INC,HENRY SCHEIN INC,WINN-DIXIE PHARMACY #4497 (AZ),AZ,89,10,9,2022,3,2,0.2807,12,2010,4
2014-04-19,PURDUE PHARMA LP,BELLCO DRUG CORP,PEOPLES PHARMACY #4809 (WV),WV,156,12,2,1222,48,6,0.022,4,2014,5
2011-06-03,SANDOZ INC,PRESCRIPTION SUPPLY INC,SUNRISE PHARMACY #5581 (TN),TN,406,15,17,1608,41,4,0.0629,6,2011,4
2012-06-24,RHODES TECHNOLOGIES,MCKESSON CORPORATION,HOMETOWN PHARMACY #6061 (MI),MI,478,14,12,786,21,4,0.029,6,2012,6
2013-06-27,AMNEAL PHARMACEUTICALS LLC,GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #2055 (NC),NC,895,2,7,1293,26,5,0.0372,6,2013,3
2012-01-12,CADISTA PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,WALMART PHARMACY #7041 (OK),OK,161,3,15,1953,35,1,0.0817,1,2012,3
2008-10-17,SANDOZ INC,BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #6572 (WA),WA,76,15,3,794,46,1,0.0839,10,2008,4
2012-08-29,AMNEAL PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,WALGREENS #4642 (PA),PA,191,2,17,1817,37,4,0.0123,8,2012,2
2011-04-08,ENDO PHARMACEUTICALS INC,MCKESSON CORPORATION,COMMUNITY PHARMACY #2590 (PA),PA,307,4,12,12,37,1,0.0338,4,2011,4
2011-01-22,QUALITEST PHARMACEUTICALS,HENRY SCHEIN INC,HARRIS TEETER PHARMACY #1401 (HI),HI,162,13,9,521,10,1,0.1944,1,2011,5
2009-01-26,AMNEAL PHARMACEUTICALS LLC,SMITH DRUG COMPANY,QUALITY CARE PHARMACY #8199 (WV),WV,778,2,18,1453,48,4,0.0478,1,2009,0
2012-09-17,TEVA PHARMACEUTICALS USA INC,CARDINAL HEALTH INC,GOOD NEIGHBOR PHARMACY #6129 (NC),NC,240,17,4,462,26,13,0.0187,9,2012,0
2008-02-27,JANSSEN PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,WINN-DIXIE PHARMACY #1509 (PA),PA,1198,7,15,1986,37,4,0.0487,2,2008,2
2010-10-28,RHODES TECHNOLOGIES,KEYSOURCE MEDICAL INC,WALMART PHARMACY #1339 (NC),NC,505,14,10,1888,26,7,0.1018,10,2010,3
2013-06-20,SUN PHARMA GLOBAL INC,MORRIS & DICKSON CO LLC,COMMUNITY PHARMACY #2590 (PA),PA,320,16,14,12,37,7,0.0073,6,2013,3
2013-03-04,SANDOZ INC,DAKOTA DRUG INC,WALMART PHARMACY #9405 (VA),VA,641,15,5,1978,44,2,0.0972,3,2013,0
2013-04-05,HIKMA PHARMACEUTICALS,GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #6614 (PA),PA,179,5,7,892,37,8,0.0041,4,2013,4
2012-04-02,MYLAN PHARMACEUTICALS INC,DIRECT RX,PUBLIX PHARMACY #9278 (VA),VA,50,10,6,1355,44,3,0.0155,4,2012,0
2011-01-18,RHODES TECHNOLOGIES,NATIONAL WHOLESALE DRUG CO INC,HEALTH MART PHARMACY #2360 (NY),NY,253,14,15,638,33,2,0.0759,1,2011,1
2008-12-16,RHODES TECHNOLOGIES,DIRECT RX,RITE AID #3760 (TX),TX,85,14,6,1510,42,2,0.3015,12,2008,1
2011-12-05,QUALITEST PHARMACEUTICALS,HENRY SCHEIN INC,MAIN STREET PHARMACY #4342 (VT),VT,2658,13,9,981,45,2,0.5783,12,2011,0
2010-07-14,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,KROGER PHARMACY #2808 (ND),ND,90,3,13,851,27,1,0.0327,7,2010,2
2010-02-26,HIKMA PHARMACEUTICALS,NATIONAL WHOLESALE DRUG CO INC,GOOD NEIGHBOR PHARMACY #5688 (MI),MI,235,5,15,453,21,4,0.0615,2,2010,4
